epoch,accuracy,loss
0,0.8967181444168091,0.5566209554672241
1,0.9789575338363647,0.07162090390920639
2,0.9685328006744385,0.13967470824718475
3,0.9754826426506042,0.09263085573911667
4,0.9806950092315674,0.06534124910831451
5,0.9816602468490601,0.06575140357017517
6,0.9884169697761536,0.0391056090593338
7,0.9841699004173279,0.04992236942052841
8,0.9936293363571167,0.022433273494243622
9,0.9789575338363647,0.09083251655101776
10,0.9897683262825012,0.03543824329972267
